NEW_CODE,SITE,YEAR,totalArea,density,count
30,3,2006,200,0,0
30,3,2007,200,0,0
30,3,2008,200,0,0
30,3,2009,200,0,0
30,3,2010,200,0,0
30,3,2011,200,0,0
31,3,1985,200,0.01,1
31,3,1986,200,0,0
31,3,1987,200,0,0
31,3,1988,200,0,0
31,3,1989,200,0.02,3
31,3,1990,200,0.01,2
31,3,1991,200,0.01,1
31,3,1992,200,0.01,1
31,3,1993,200,0.01,1
31,3,1994,200,0.01,1
31,3,1995,200,0.01,1
31,3,1996,200,0.01,1
31,3,1997,200,0.01,1
31,3,1998,200,0.01,2
31,3,1999,200,0.01,2
31,3,2000,200,0.01,1
31,3,2001,200,0.01,1
31,3,2002,200,0.01,1
31,3,2003,200,0.01,1
31,3,2004,200,0.01,2
31,3,2005,200,0.01,1
31,3,2006,200,0.01,2
31,3,2007,200,0,0
31,3,2008,200,0,0
31,3,2009,200,0.01,1
31,3,2010,200,0.01,1
31,3,2011,200,0.01,1
33,3,1985,200,0,0
33,3,1986,200,0,0
33,3,1987,200,0,0
33,3,1988,200,0,0
33,3,1989,200,0,0
33,3,1990,200,0.01,1
33,3,1991,200,0.09,17
33,3,1992,200,0.01,1
33,3,1993,200,0,0
33,3,1994,200,0,0
33,3,1995,200,0.01,1
33,3,1996,200,0.02,4
33,3,1997,200,0,0
33,3,1998,200,0.02,3
33,3,1999,200,0.01,1
33,3,2000,200,0.01,2
33,3,2001,200,0.25,49
33,3,2002,200,0,0
33,3,2003,200,0,0
33,3,2004,200,0.03,5
33,3,2005,200,0,0
33,3,2006,200,0.01,1
33,3,2007,200,0.01,2
33,3,2008,200,0.01,2
33,3,2009,200,0.07,13
33,3,2010,200,0,0
33,3,2011,200,0,0
34,3,1985,200,0.03,5
34,3,1986,200,0.01,2
34,3,1987,200,0,0
34,3,1988,200,0,0
34,3,1989,200,0.01,1
34,3,1990,200,0.01,2
34,3,1991,200,0,0
34,3,1992,200,0,0
34,3,1993,200,0,0
34,3,1994,200,0,0
34,3,1995,200,0,0
34,3,1996,200,0,0
34,3,1997,200,0,0
34,3,1998,200,0,0
34,3,1999,200,0.01,1
34,3,2000,200,0.01,1
34,3,2001,200,0,0
34,3,2002,200,0,0
34,3,2003,200,0,0
34,3,2004,200,0.01,1
34,3,2005,200,0,0
34,3,2006,200,0.01,2
34,3,2007,200,0,0
34,3,2008,200,0,0
34,3,2009,200,0,0
34,3,2010,200,0,0
34,3,2011,200,0,0
35,3,1985,200,0.01,2
35,3,1986,200,0.02,4
35,3,1987,200,0.01,1
35,3,1988,200,0.02,3
35,3,1989,200,0,0
35,3,1990,200,0.01,1
35,3,1991,200,0.01,2
35,3,1992,200,0.01,1
35,3,1993,200,0.04,8
35,3,1994,200,0.01,1
35,3,1995,200,0.02,3
35,3,1996,200,0,0
35,3,1997,200,0,0
35,3,1998,200,0,0
35,3,1999,200,0.04,8
35,3,2000,200,0.01,1
35,3,2001,200,0.01,1
35,3,2002,200,0,0
35,3,2003,200,0,0
35,3,2004,200,0.01,2
35,3,2005,200,0.01,2
35,3,2006,200,0,0
35,3,2007,200,0.01,2
35,3,2008,200,0.01,2
35,3,2009,200,0.01,1
35,3,2010,200,0.02,3
35,3,2011,200,0.01,1
36,3,1985,200,0.01,1
36,3,1986,200,0,0
36,3,1987,200,0,0
36,3,1988,200,0,0
36,3,1989,200,0.01,2
36,3,1990,200,0,0
36,3,1991,200,0.01,1
36,3,1992,200,0.01,1
36,3,1993,200,0.02,4
36,3,1994,200,0.01,2
36,3,1995,200,0.03,5
36,3,1996,200,0,0
36,3,1997,200,0,0
36,3,1998,200,0,0
36,3,1999,200,0,0
36,3,2000,200,0,0
36,3,2001,200,0.01,1
36,3,2002,200,0.02,3
36,3,2003,200,0.01,1
36,3,2004,200,0.02,3
36,3,2005,200,0.01,1
36,3,2006,200,0.02,3
36,3,2007,200,0,0
36,3,2008,200,0,0
36,3,2009,200,0.01,2
36,3,2010,200,0.02,4
36,3,2011,200,0,0
37,3,1985,200,0,0
37,3,1986,200,0,0
37,3,1987,200,0,0
37,3,1988,200,0,0
37,3,1989,200,0,0
37,3,1990,200,0,0
37,3,1991,200,0,0
37,3,1992,200,0.01,1
37,3,1993,200,0,0
37,3,1994,200,0,0
37,3,1995,200,0,0
37,3,1996,200,0,0
37,3,1997,200,0,0
37,3,1998,200,0,0
37,3,1999,200,0,0
37,3,2000,200,0,0
37,3,2001,200,0,0
37,3,2002,200,0.01,1
37,3,2003,200,0.01,1
37,3,2004,200,0.01,2
37,3,2005,200,0,0
37,3,2006,200,0,0
37,3,2007,200,0,0
37,3,2008,200,0,0
37,3,2009,200,0,0
37,3,2010,200,0,0
37,3,2011,200,0,0
38,3,1985,200,0,0
38,3,1986,200,0,0
38,3,1987,200,0,0
38,3,1988,200,0,0
38,3,1989,200,0,0
38,3,1990,200,0,0
38,3,1991,200,0,0
38,3,1992,200,0,0
38,3,1993,200,0,0
38,3,1994,200,0,0
38,3,1995,200,0,0
38,3,1996,200,0,0
38,3,1997,200,0,0
38,3,1998,200,0,0
38,3,1999,200,0,0
38,3,2000,200,0.01,1
38,3,2001,200,0.01,1
38,3,2002,200,0.01,1
38,3,2003,200,0.01,1
38,3,2004,200,0,0
38,3,2005,200,0,0
38,3,2006,200,0,0
38,3,2007,200,0,0
38,3,2008,200,0,0
38,3,2009,200,0,0
38,3,2010,200,0,0
38,3,2011,200,0.01,1
39,3,1985,200,0.04,7
39,3,1986,200,0.03,5
39,3,1987,200,0.02,3
39,3,1988,200,0.02,4
39,3,1989,200,0.01,1
39,3,1990,200,0,0
39,3,1991,200,0,0
39,3,1992,200,0.01,1
39,3,1993,200,0.01,2
39,3,1994,200,0.01,2
39,3,1995,200,0.04,7
39,3,1996,200,0,0
39,3,1997,200,0.01,2
39,3,1998,200,0,0
39,3,1999,200,0.01,1
39,3,2000,200,0.02,3
39,3,2001,200,0.01,2
39,3,2002,200,0.02,3
39,3,2003,200,0.01,2
39,3,2004,200,0.02,4
39,3,2005,200,0.01,1
39,3,2006,200,0,0
39,3,2007,200,0.01,2
39,3,2008,200,0,0
39,3,2009,200,0.01,1
39,3,2010,200,0.01,2
39,3,2011,200,0,0
1,4,1983,40,0.75,30
1,4,1984,40,0.5,20
1,4,1985,40,0.18,7
1,4,1986,40,0,0
1,4,1987,40,0,0
1,4,1988,40,0.93,37
1,4,1989,40,0.35,14
1,4,1990,40,0.43,17
1,4,1991,40,0.23,9
1,4,1992,40,0.78,31
1,4,1993,40,0.68,27
1,4,1994,40,0.4,16
1,4,1995,40,1,40
1,4,1996,24,0.83,20
1,4,1997,24,0.29,7
1,4,1998,24,0.46,11
1,4,1999,24,0.42,10
1,4,2000,24,0.29,7
1,4,2001,24,0,0
1,4,2002,24,0.5,12
1,4,2003,24,0.92,22
1,4,2004,24,0.58,14
1,4,2005,24,0.25,6
1,4,2006,24,0.29,7
1,4,2007,24,0.58,14
1,4,2008,24,0.33,8
1,4,2009,24,0.33,8
1,4,2010,24,0.13,3
1,4,2011,24,0.08,2
2,4,1982,30,6.17,185
2,4,1983,40,4.55,182
2,4,1984,40,7.28,291
2,4,1985,40,14.63,585
2,4,1986,40,27.2,1088
2,4,1987,40,7.18,287
2,4,1988,40,0.8,32
2,4,1989,40,9.3,372
2,4,1990,40,11.05,442
2,4,1991,40,1.75,70
2,4,1992,40,2.05,82
2,4,1993,40,0.68,27
2,4,1994,40,0.6,24
2,4,1995,40,1.08,43
2,4,1996,24,1.42,34
2,4,1997,24,1.25,30
2,4,1998,24,4.58,110
2,4,1999,24,8.63,207
2,4,2000,24,14.46,347
2,4,2001,24,13.92,334
2,4,2002,24,0.83,20
2,4,2003,24,0.96,23
2,4,2004,24,0.67,16
2,4,2005,24,0.13,3
2,4,2006,24,0.58,14
2,4,2007,24,0.25,6
2,4,2008,24,3.21,77
2,4,2009,24,3.04,73
2,4,2010,24,4.33,104
2,4,2011,24,3.96,95
3,4,1982,30,2.2,66
3,4,1983,40,2.45,98
3,4,1984,40,3.95,158
3,4,1985,40,6.88,275
3,4,1986,40,9.1,364
3,4,1987,40,3.43,137
3,4,1988,40,2.7,108
3,4,1989,40,2,80
3,4,1990,40,1.03,41
3,4,1991,40,0.48,19
3,4,1992,40,0.23,9
3,4,1993,40,0.8,32
3,4,1994,40,0.2,8
3,4,1995,40,0.98,39
3,4,1996,24,0.75,18
3,4,1997,24,0,0
3,4,1998,24,2.58,62
3,4,1999,24,2.04,49
3,4,2000,24,1.54,37
3,4,2001,24,6.33,152
3,4,2002,24,1.71,41
3,4,2003,24,5.54,133
3,4,2004,24,0.58,14
3,4,2005,24,0,0
3,4,2006,24,0.58,14
3,4,2007,24,0.58,14
3,4,2008,24,1.42,34
3,4,2009,24,0.33,8
3,4,2010,24,0.63,15
3,4,2011,24,0.92,22
4,4,1982,30,0,0
4,4,1983,40,0,0
4,4,1984,40,0,0
4,4,1985,40,0,0
4,4,1986,40,0,0
4,4,1987,40,0,0
4,4,1988,40,0,0
4,4,1989,40,0,0
4,4,1990,40,0.05,2
4,4,1991,40,0.03,1
4,4,1992,40,0.03,1
4,4,1993,40,0,0
4,4,1994,40,0,0
4,4,1995,40,0.03,1
4,4,1996,24,0.08,2
4,4,1997,24,0,0
4,4,1998,24,0.04,1
4,4,1999,24,0.13,3
4,4,2000,24,0,0
4,4,2001,24,0,0
4,4,2002,24,0.13,3
4,4,2003,24,0.08,2
4,4,2004,24,0.17,4
4,4,2005,24,0.08,2
4,4,2006,24,0.08,2
4,4,2007,24,0,0
4,4,2008,24,0,0
4,4,2009,24,0,0
4,4,2010,24,0.13,3
4,4,2011,24,0.08,2
5,4,1983,400,0,0
5,4,1984,400,0,1
5,4,1985,720,0,3
5,4,1986,720,0.01,5
5,4,1987,720,0.13,97
5,4,1988,720,0.14,102
5,4,1989,720,0.11,76
5,4,1990,720,0.29,210
5,4,1991,720,0.15,110
5,4,1992,720,0.11,76
5,4,1993,720,0.16,114
5,4,1994,720,0.09,63
5,4,1995,720,0.05,39
5,4,1996,720,0.02,13
5,4,1997,720,0.03,22
5,4,1998,720,0.02,12
5,4,1999,720,0.02,17
5,4,2000,720,0.03,24
5,4,2001,720,0.31,223
5,4,2002,720,0.14,101
5,4,2003,720,0.08,59
5,4,2004,720,0.1,74
5,4,2005,720,0.1,75
5,4,2006,720,0.19,139
5,4,2007,720,0.17,121
5,4,2008,720,0.24,173
5,4,2009,720,0.07,52
5,4,2010,720,0.18,129
5,4,2011,720,0.09,66
6,4,1983,400,0.12,49
6,4,1984,400,0.06,23
6,4,1985,720,0.07,51
6,4,1986,720,0.04,32
6,4,1987,720,0.01,4
6,4,1988,720,0,2
6,4,1989,720,0,2
6,4,1990,720,0,2
6,4,1991,720,0.01,9
6,4,1992,720,0.01,10
6,4,1993,720,0.01,9
6,4,1994,720,0.01,5
6,4,1995,720,0.01,10
6,4,1996,720,0.01,6
6,4,1997,720,0,2
6,4,1998,720,0,2
6,4,1999,720,0.01,4
6,4,2000,720,0.01,7
6,4,2001,720,0,2
6,4,2002,720,0,1
6,4,2003,720,0,1
6,4,2004,720,0.01,5
6,4,2005,720,0,2
6,4,2006,720,0,1
6,4,2007,720,0,3
6,4,2008,720,0.01,8
6,4,2009,720,0,3
6,4,2010,720,0.01,5
6,4,2011,720,0.01,5
7,4,1983,400,0,0
7,4,1984,400,0,0
7,4,1985,720,0,0
7,4,1986,720,0,0
7,4,1987,720,0,0
7,4,1988,720,0,0
7,4,1989,720,0,0
7,4,1990,720,0,0
7,4,1991,720,0,0
7,4,1992,720,0,1
7,4,1993,720,0,0
7,4,1994,720,0,0
7,4,1995,720,0,0
7,4,1996,720,0,0
7,4,1997,720,0,0
7,4,1998,720,0,0
7,4,1999,720,0,0
7,4,2000,720,0,0
7,4,2001,720,0,0
7,4,2002,720,0,0
7,4,2003,720,0,0
7,4,2004,720,0,0
7,4,2005,720,0,0
7,4,2006,720,0,0
7,4,2007,720,0,0
7,4,2008,720,0,0
7,4,2009,720,0,0
7,4,2010,720,0,0
7,4,2011,720,0,0
8,4,1982,30,0,0
8,4,1983,40,0,0
8,4,1984,40,0,0
8,4,1985,40,0,0
8,4,1986,40,0,0
8,4,1987,40,0,0
8,4,1988,40,0,0
8,4,1989,40,0,0
8,4,1990,40,0,0
8,4,1991,40,0.03,1
8,4,1992,40,0,0
8,4,1993,40,0.03,1
8,4,1994,40,0,0
8,4,1995,40,0,0
8,4,1996,24,0.04,1
8,4,1997,24,0,0
8,4,1998,24,0,0
8,4,1999,24,0.04,1
8,4,2000,24,0.04,1
8,4,2001,24,0,0
8,4,2002,24,0,0
8,4,2003,24,0,0
8,4,2004,24,0,0
8,4,2005,24,0,0
8,4,2006,24,0,0
8,4,2007,24,0.04,1
8,4,2008,24,0,0
8,4,2009,24,0,0
8,4,2010,24,0,0
8,4,2011,24,0,0
9,4,1982,30,0.03,1
9,4,1983,40,0.38,15
9,4,1984,40,0.13,5
9,4,1985,40,0,0
9,4,1986,40,0,0
9,4,1987,40,0,0
9,4,1988,40,3.08,123
9,4,1989,40,2.15,86
9,4,1990,40,0.53,21
9,4,1991,40,0.23,9
9,4,1992,40,0.3,12
9,4,1993,40,0.08,3
9,4,1994,40,0.03,1
9,4,1995,40,0.13,5
9,4,1996,24,0.25,6
9,4,1997,24,0.04,1
9,4,1998,24,0.5,12
9,4,1999,24,0.08,2
9,4,2000,24,0,0
9,4,2001,24,0,0
9,4,2002,24,0.63,15
9,4,2003,24,0.25,6
9,4,2004,24,0.33,8
9,4,2005,24,0.04,1
9,4,2006,24,0.42,10
9,4,2007,24,0.46,11
9,4,2008,24,0.08,2
9,4,2009,24,0.13,3
9,4,2010,24,0,0
9,4,2011,24,0.21,5
10,4,1982,30,0.17,5
10,4,1983,40,0.2,8
10,4,1984,40,0.15,6
10,4,1985,40,0.08,3
10,4,1986,40,0.53,21
10,4,1987,40,0.33,13
10,4,1988,40,0.43,17
10,4,1989,40,0.33,13
10,4,1990,40,0.18,7
10,4,1991,40,0.15,6
10,4,1992,40,0.05,2
10,4,1993,40,0.13,5
10,4,1994,40,0.15,6
10,4,1995,40,0.15,6
10,4,1996,24,0.17,4
10,4,1997,24,0.29,7
10,4,1998,24,0.04,1
10,4,1999,24,0.13,3
10,4,2000,24,0.29,7
10,4,2001,24,0.83,20
10,4,2002,24,0.21,5
10,4,2003,24,0.25,6
10,4,2004,24,0.04,1
10,4,2005,24,0.04,1
10,4,2006,24,0,0
10,4,2007,24,0.04,1
10,4,2008,24,0.08,2
10,4,2009,24,0.17,4
10,4,2010,24,0.25,6
10,4,2011,24,0.17,4
11,4,1982,30,6.17,185
11,4,1983,40,3.2,128
11,4,1984,40,0.45,18
11,4,1985,40,0.88,35
11,4,1986,40,0.85,34
11,4,1987,40,2.28,91
11,4,1988,40,1.05,42
11,4,1989,40,1.63,65
11,4,1990,40,2.58,103
11,4,1991,40,2.3,92
11,4,1992,40,2,80
11,4,1993,40,3.15,126
11,4,1994,40,2.85,114
11,4,1995,40,2.35,94
11,4,1996,24,3.17,76
11,4,1997,24,2.75,66
11,4,1998,24,0.71,17
11,4,1999,24,1.54,37
11,4,2000,24,1.33,32
11,4,2001,24,1.92,46
11,4,2002,24,1.58,38
11,4,2003,24,2.33,56
11,4,2004,24,3.17,76
11,4,2005,24,3.13,75
11,4,2006,24,3.08,74
11,4,2007,24,3.75,90
11,4,2008,24,3.58,86
11,4,2009,24,4.5,108
11,4,2010,24,4.67,112
11,4,2011,24,5.79,139
12,4,1983,400,0.01,2
12,4,1984,400,0.02,6
12,4,1985,720,0.03,18
12,4,1986,720,0.04,26
12,4,1987,720,0.02,15
12,4,1988,720,0.01,9
12,4,1989,720,0.01,5
12,4,1990,720,0,3
12,4,1991,720,0,3
12,4,1992,720,0.01,6
12,4,1993,720,0.02,13
12,4,1994,720,0,2
12,4,1995,720,0,1
12,4,1996,720,0,3
12,4,1997,720,0.01,5
12,4,1998,720,0.01,6
12,4,1999,720,0.01,9
12,4,2000,720,0.02,14
12,4,2001,720,0.02,16
12,4,2002,720,0.01,10
12,4,2003,720,0.01,6
12,4,2004,720,0,2
12,4,2005,720,0.01,4
12,4,2006,720,0,2
12,4,2007,720,0,1
12,4,2008,720,0,2
12,4,2009,720,0,2
12,4,2010,720,0.01,5
12,4,2011,720,0.01,5
13,4,1982,30,0.07,2
13,4,1983,40,0.05,2
13,4,1984,40,0,0
13,4,1985,40,0.33,13
13,4,1986,40,0.43,17
13,4,1987,40,0.2,8
13,4,1988,40,0.18,7
13,4,1989,40,0.28,11
13,4,1990,40,0.13,5
13,4,1991,40,0.13,5
13,4,1992,40,0.15,6
13,4,1993,40,0.23,9
13,4,1994,40,0.1,4
13,4,1995,40,0.2,8
13,4,1996,24,0.08,2
13,4,1997,24,0.13,3
13,4,1998,24,0.29,7
13,4,1999,24,0.08,2
13,4,2000,24,0.17,4
13,4,2001,24,0.04,1
13,4,2002,24,0.08,2
13,4,2003,24,0.04,1
13,4,2004,24,0.04,1
13,4,2005,24,0.04,1
13,4,2006,24,0.04,1
13,4,2007,24,0.13,3
13,4,2008,24,0.04,1
13,4,2009,24,0.04,1
13,4,2010,24,0,0
13,4,2011,24,0,0
14,4,1982,30,0,0
14,4,1983,40,0,0
14,4,1984,40,0,0
14,4,1985,40,0,0
14,4,1986,40,0,0
14,4,1987,40,0,0
14,4,1988,40,0,0
14,4,1989,40,0,0
14,4,1990,40,0,0
14,4,1991,40,0.03,1
14,4,1992,40,0,0
14,4,1993,40,0.03,1
14,4,1994,40,0,0
14,4,1995,40,0,0
14,4,1996,24,0.04,1
14,4,1997,24,0,0
14,4,1998,24,0,0
14,4,1999,24,0.04,1
14,4,2000,24,0.04,1
14,4,2001,24,0,0
14,4,2002,24,0,0
14,4,2003,24,0,0
14,4,2004,24,0,0
14,4,2005,24,0,0
14,4,2006,24,0,0
14,4,2007,24,0.04,1
14,4,2008,24,0,0
14,4,2009,24,0,0
14,4,2010,24,0,0
14,4,2011,24,0,0
15,4,1982,30,0.27,8
15,4,1983,40,0.23,9
15,4,1984,40,0.15,6
15,4,1985,40,0.15,6
15,4,1986,40,0,0
15,4,1987,40,0,0
15,4,1988,40,0.9,36
15,4,1989,40,0.48,19
15,4,1990,40,0.43,17
15,4,1991,40,0.5,20
15,4,1992,40,0.43,17
15,4,1993,40,0.48,19
15,4,1994,40,0.23,9
15,4,1995,40,0.13,5
15,4,1996,24,1.75,42
15,4,1997,24,0.71,17
15,4,1998,24,1.04,25
15,4,1999,24,1.58,38
15,4,2000,24,1.29,31
15,4,2001,24,0,0
15,4,2002,24,0.71,17
15,4,2003,24,0.42,10
15,4,2004,24,0.46,11
15,4,2005,24,0.42,10
15,4,2006,24,1.04,25
15,4,2007,24,0.17,4
15,4,2008,24,0.5,12
15,4,2009,24,0.58,14
15,4,2010,24,0.83,20
15,4,2011,24,2.04,49
16,4,1983,400,0.46,185
16,4,1984,500,0,0
16,4,1985,1000,0,0
16,4,1986,1000,0.07,69
16,4,1987,1000,0,0
16,4,1988,1000,0.01,12
16,4,1989,1000,0.01,12
16,4,1990,1000,0,0
16,4,1991,1000,0.01,12
16,4,1992,1000,0,1
16,4,1993,1000,0,0
16,4,1994,1000,0,0
16,4,1995,1000,0,4
16,4,1996,600,0,0
16,4,1997,600,0,0
16,4,1998,600,0,0
16,4,1999,600,0,0
16,4,2000,600,0.02,10
16,4,2001,600,0.01,3
16,4,2002,600,0.02,10
16,4,2003,600,0,0
16,4,2004,600,0.01,3
16,4,2005,600,0.01,3
16,4,2006,600,0.03,17
16,4,2007,600,0,0
16,4,2008,600,0,1
16,4,2009,600,0,0
16,4,2010,600,0,0
16,4,2011,600,0,0
17,4,1982,500,0,0
17,4,1983,400,0,0
17,4,1984,500,0.01,3
17,4,1985,1000,0,4
17,4,1986,1000,0,0
17,4,1987,1000,0,0
17,4,1988,1000,0,4
17,4,1989,1000,0.01,6
17,4,1990,1000,0.01,10
17,4,1991,1000,0.01,11
17,4,1992,1000,0.03,31
17,4,1993,1000,0.01,10
17,4,1994,1000,0.01,5
17,4,1995,1000,0.01,5
17,4,1996,600,0,0
17,4,1997,600,0,0
17,4,1998,600,0,1
17,4,1999,600,0,2
17,4,2000,600,0.02,12
17,4,2001,600,0,0
17,4,2002,600,0.01,5
17,4,2003,600,0,1
17,4,2004,600,0,0
17,4,2005,600,0,2
17,4,2006,600,0,2
17,4,2007,600,0,0
17,4,2008,600,0,2
17,4,2009,600,0,0
17,4,2010,600,0,0
17,4,2011,600,0.01,5
18,4,1982,500,0.03,13
18,4,1983,400,0.01,5
18,4,1984,500,0.03,14
18,4,1985,1000,0.02,17
18,4,1986,1000,0.02,23
18,4,1987,1000,0.07,66
18,4,1988,1000,0.13,126
18,4,1989,1000,0.06,57
18,4,1990,1000,0.04,41
18,4,1991,1000,0.05,48
18,4,1992,1000,0.02,20
18,4,1993,1000,0.02,17
18,4,1994,1000,0.02,19
18,4,1995,1000,0.03,29
18,4,1996,600,0.01,8
18,4,1997,600,0,0
18,4,1998,600,0.01,7
18,4,1999,600,0.01,6
18,4,2000,600,0.03,17
18,4,2001,600,0.04,25
18,4,2002,600,0.05,28
18,4,2003,600,0.06,38
18,4,2004,600,0.06,34
18,4,2005,600,0.03,18
18,4,2006,600,0.03,15
18,4,2007,600,0.02,9
18,4,2008,600,0.01,7
18,4,2009,600,0.04,23
18,4,2010,600,0.04,24
18,4,2011,600,0.04,22
19,4,1982,500,0.11,54
19,4,1983,400,0.06,24
19,4,1984,500,0.04,21
19,4,1985,1000,0.06,55
19,4,1986,1000,0.07,66
19,4,1987,1000,0.14,139
19,4,1988,1000,0.14,140
19,4,1989,1000,0.12,121
19,4,1990,1000,0.11,108
19,4,1991,1000,0.14,135
19,4,1992,1000,0.07,71
19,4,1993,1000,0.06,60
19,4,1994,1000,0.06,63
19,4,1995,1000,0.08,82
19,4,1996,600,0.06,38
19,4,1997,600,0.02,14
19,4,1998,600,0.02,12
19,4,1999,600,0.03,17
19,4,2000,600,0.02,10
19,4,2001,600,0.05,30
19,4,2002,600,0.05,27
19,4,2003,600,0.06,38
19,4,2004,600,0.04,26
19,4,2005,600,0.03,17
19,4,2006,600,0.02,13
19,4,2007,600,0.02,9
19,4,2008,600,0.02,10
19,4,2009,600,0.05,27
19,4,2010,600,0.01,8
19,4,2011,600,0.03,16
20,4,1982,500,0.01,3
20,4,1983,400,0.01,5
20,4,1984,500,0.02,8
20,4,1985,1000,0.01,10
20,4,1986,1000,0.02,16
20,4,1987,1000,0.04,38
20,4,1988,1000,0.02,15
20,4,1989,1000,0.01,8
20,4,1990,1000,0.01,13
20,4,1991,1000,0.01,14
20,4,1992,1000,0.01,6
20,4,1993,1000,0.01,12
20,4,1994,1000,0.02,22
20,4,1995,1000,0.01,8
20,4,1996,600,0.01,3
20,4,1997,600,0.01,7
20,4,1998,600,0.01,3
20,4,1999,600,0.01,3
20,4,2000,600,0.02,9
20,4,2001,600,0.03,16
20,4,2002,600,0.03,16
20,4,2003,600,0.01,7
20,4,2004,600,0.02,11
20,4,2005,600,0.01,3
20,4,2006,600,0.01,8
20,4,2007,600,0.01,8
20,4,2008,600,0.01,4
20,4,2009,600,0.01,3
20,4,2010,600,0.01,7
20,4,2011,600,0.02,10
21,4,1982,500,0.05,25
21,4,1983,400,0.09,36
21,4,1984,500,0.08,38
21,4,1985,1000,0.07,72
21,4,1986,1000,0.07,71
21,4,1987,1000,0.01,12
21,4,1988,1000,0.01,6
21,4,1989,1000,0.05,47
21,4,1990,1000,0.07,72
21,4,1991,1000,0.11,108
21,4,1992,1000,0.06,57
21,4,1993,1000,0.1,101
21,4,1994,1000,0.13,129
21,4,1995,1000,0.14,138
21,4,1996,600,0.13,79
21,4,1997,600,0.19,113
21,4,1998,600,0.09,51
21,4,1999,600,0.13,79
21,4,2000,600,0.16,97
21,4,2001,600,0.16,97
21,4,2002,600,0.13,75
21,4,2003,600,0.14,86
21,4,2004,600,0.1,58
21,4,2005,600,0.07,43
21,4,2006,600,0.08,50
21,4,2007,600,0.16,97
21,4,2008,600,0.11,63
21,4,2009,600,0.16,96
21,4,2010,600,0.14,84
21,4,2011,600,0.13,78
22,4,1982,500,0.01,6
22,4,1983,400,0,0
22,4,1984,500,0.03,15
22,4,1985,1000,0.06,62
22,4,1986,1000,0.01,5
22,4,1987,1000,0,0
22,4,1988,1000,0,0
22,4,1989,1000,0,0
22,4,1990,1000,0,0
22,4,1991,1000,0,0
22,4,1992,1000,0.02,16
22,4,1993,1000,0,0
22,4,1994,1000,0.05,52
22,4,1995,1000,0.03,27
22,4,1996,600,0,0
22,4,1997,600,0,1
22,4,1998,600,0,1
22,4,1999,600,0.03,20
22,4,2000,600,0.01,4
22,4,2001,600,0,0
22,4,2002,600,0,0
22,4,2003,600,0,1
22,4,2004,600,0,0
22,4,2005,600,0,0
22,4,2006,600,0.01,7
22,4,2007,600,0,1
22,4,2008,600,0.01,6
22,4,2009,600,0,0
22,4,2010,600,0.01,4
22,4,2011,600,0.01,6
23,4,1982,500,0,0
23,4,1983,400,0.01,2
23,4,1984,500,0,2
23,4,1985,1000,0.01,8
23,4,1986,1000,0,1
23,4,1987,1000,0,1
23,4,1988,1000,0,0
23,4,1989,1000,0,0
23,4,1990,1000,0,0
23,4,1991,1000,0,1
23,4,1992,1000,0,0
23,4,1993,1000,0,1
23,4,1994,1000,0,1
23,4,1995,1000,0,1
23,4,1996,600,0,1
23,4,1997,600,0,0
23,4,1998,600,0,0
23,4,1999,600,0,0
23,4,2000,600,0,0
23,4,2001,600,0,0
23,4,2002,600,0,0
23,4,2003,600,0,0
23,4,2004,600,0,1
23,4,2005,600,0,0
23,4,2006,600,0,0
23,4,2007,600,0,0
23,4,2008,600,0,0
23,4,2009,600,0,1
23,4,2010,600,0,0
23,4,2011,600,0,1
25,4,1985,200,0,0
25,4,1986,200,0,0
25,4,1987,200,0.05,9
25,4,1988,200,0.25,50
25,4,1989,200,0.01,2
25,4,1990,200,0,0
25,4,1991,200,0.05,10
25,4,1992,200,0.01,1
25,4,1993,200,0,0
25,4,1994,200,0.02,4
25,4,1995,200,0.03,5
25,4,1996,200,0.01,1
25,4,1997,200,0,0
25,4,1998,200,0.01,2
25,4,1999,200,0.02,3
25,4,2000,200,0.03,5
25,4,2001,200,0.01,2
25,4,2002,200,0,0
25,4,2003,200,0,0
25,4,2004,200,0.01,1
25,4,2005,200,0.01,2
25,4,2006,200,0,0
25,4,2007,200,0.01,2
25,4,2008,200,0.01,1
25,4,2009,200,0,0
25,4,2010,200,0,0
25,4,2011,200,0,0
27,4,1985,200,0.1,19
27,4,1986,200,0.04,8
27,4,1987,200,0.05,9
27,4,1988,200,0.01,2
27,4,1989,200,0.03,6
27,4,1990,200,0.02,3
27,4,1991,200,0.02,3
27,4,1992,200,0.03,6
27,4,1993,200,0.01,2
27,4,1994,200,0.01,2
27,4,1995,200,0.01,1
27,4,1996,200,0.01,1
27,4,1997,200,0.02,4
27,4,1998,200,0.01,2
27,4,1999,200,0.03,6
27,4,2000,200,0.02,4
27,4,2001,200,0,0
27,4,2002,200,0.01,1
27,4,2003,200,0,0
27,4,2004,200,0,0
27,4,2005,200,0.01,1
27,4,2006,200,0.03,5
27,4,2007,200,0.01,1
27,4,2008,200,0,0
27,4,2009,200,0.01,2
27,4,2010,200,0.01,2
27,4,2011,200,0.01,2
28,4,1985,200,0.01,2
28,4,1986,200,0.01,1
28,4,1987,200,0,0
28,4,1988,200,0,0
28,4,1989,200,0.01,1
28,4,1990,200,0.01,2
28,4,1991,200,0.01,1
28,4,1992,200,0.02,4
28,4,1993,200,0.01,2
28,4,1994,200,0,0
28,4,1995,200,0,0
28,4,1996,200,0,0
28,4,1997,200,0.02,3
