NEW_CODE,SITE,YEAR,totalArea,density,count
1,1,1983,40,0.35,14
1,1,1984,40,0.33,13
1,1,1985,40,0.4,16
1,1,1986,40,1.93,77
1,1,1987,40,0.45,18
1,1,1988,40,1.1,44
1,1,1989,40,0.53,21
1,1,1990,40,0.65,26
1,1,1991,40,0.68,27
1,1,1992,40,0.55,22
1,1,1993,40,0.5,20
1,1,1994,40,0.38,15
1,1,1995,40,0.38,15
1,1,1996,24,0.5,12
1,1,1997,24,1.38,33
1,1,1998,24,0.21,5
1,1,1999,24,0.58,14
1,1,2000,24,0.04,1
1,1,2001,24,0.21,5
1,1,2002,24,0.63,15
1,1,2003,24,0.63,15
1,1,2004,24,0.13,3
1,1,2005,24,0.33,8
1,1,2006,24,1.17,28
1,1,2007,24,0.71,17
1,1,2008,24,0.54,13
1,1,2009,24,0.63,15
1,1,2010,24,0.92,22
1,1,2011,24,0.33,8
2,1,1982,30,0.1,3
2,1,1983,40,0.05,2
2,1,1984,40,0,0
2,1,1985,40,0.6,24
2,1,1986,40,1.85,74
2,1,1987,40,0.35,14
2,1,1988,40,0.33,13
2,1,1989,40,0.45,18
2,1,1990,40,0.5,20
2,1,1991,40,0.1,4
2,1,1992,40,0,0
2,1,1993,40,0.03,1
2,1,1994,40,0.38,15
2,1,1995,40,0.33,13
2,1,1996,24,0,0
2,1,1997,24,0.25,6
2,1,1998,24,0.5,12
2,1,1999,24,2.88,69
2,1,2000,24,6.67,160
2,1,2001,24,5.04,121
2,1,2002,24,1.33,32
2,1,2003,24,0.75,18
2,1,2004,24,2.71,65
2,1,2005,24,0,0
2,1,2006,24,0.04,1
2,1,2007,24,0.54,13
2,1,2008,24,0.21,5
2,1,2009,24,0.21,5
2,1,2010,24,0.46,11
2,1,2011,24,0.33,8
3,1,1982,30,0.57,17
3,1,1983,40,0.75,30
3,1,1984,40,0.3,12
3,1,1985,40,1.45,58
3,1,1986,40,3.05,122
3,1,1987,40,1.75,70
3,1,1988,40,1.83,73
3,1,1989,40,2.63,105
3,1,1990,40,2.5,100
3,1,1991,40,0.6,24
3,1,1992,40,0.58,23
3,1,1993,40,0.55,22
3,1,1994,40,0.45,18
3,1,1995,40,0.5,20
3,1,1996,24,0,0
3,1,1997,24,0.29,7
3,1,1998,24,1.54,37
3,1,1999,24,0.96,23
3,1,2000,24,1.88,45
3,1,2001,24,5.42,130
3,1,2002,24,6.13,147
3,1,2003,24,7.04,169
3,1,2004,24,4.83,116
3,1,2005,24,0.33,8
3,1,2006,24,2.25,54
3,1,2007,24,0.21,5
3,1,2008,24,0.21,5
3,1,2009,24,0.42,10
3,1,2010,24,0.25,6
3,1,2011,24,1,24
4,1,1982,30,0,0
4,1,1983,40,0,0
4,1,1984,40,0,0
4,1,1985,40,0,0
4,1,1986,40,0,0
4,1,1987,40,0,0
4,1,1988,40,0,0
4,1,1989,40,0.03,1
4,1,1990,40,0,0
4,1,1991,40,0,0
4,1,1992,40,0,0
4,1,1993,40,0,0
4,1,1994,40,0.03,1
4,1,1995,40,0.03,1
4,1,1996,24,0,0
4,1,1997,24,0,0
4,1,1998,24,0,0
4,1,1999,24,0.08,2
4,1,2000,24,0.08,2
4,1,2001,24,0,0
4,1,2002,24,0,0
4,1,2003,24,0,0
4,1,2004,24,0,0
4,1,2005,24,0.08,2
4,1,2006,24,0.25,6
4,1,2007,24,0,0
4,1,2008,24,0.08,2
4,1,2009,24,0.04,1
4,1,2010,24,0,0
4,1,2011,24,0,0
5,1,1983,400,0,0
5,1,1984,400,0,0
5,1,1985,720,0,2
5,1,1986,720,0,3
5,1,1987,720,0.01,5
5,1,1988,720,0.01,8
5,1,1989,720,0.02,18
5,1,1990,720,0.01,9
5,1,1991,720,0.05,35
5,1,1992,720,0.01,5
5,1,1993,720,0.01,9
5,1,1994,720,0.01,6
5,1,1995,720,0,1
5,1,1996,720,0,0
5,1,1997,720,0.01,6
5,1,1998,720,0.01,9
5,1,1999,720,0.01,6
5,1,2000,720,0.03,18
5,1,2001,720,0.03,20
5,1,2002,720,0.01,7
5,1,2003,720,0.01,6
5,1,2004,720,0.02,14
5,1,2005,720,0.03,23
5,1,2006,720,0.01,10
5,1,2007,720,0.02,16
5,1,2008,720,0,2
5,1,2009,720,0.01,8
5,1,2010,720,0.01,6
5,1,2011,720,0.03,19
6,1,1983,400,0.02,8
6,1,1984,400,0.01,2
6,1,1985,720,0.02,11
6,1,1986,720,0.04,29
6,1,1987,720,0.01,4
6,1,1988,720,0.04,31
6,1,1989,720,0.02,14
6,1,1990,720,0,2
6,1,1991,720,0.04,31
6,1,1992,720,0.03,23
6,1,1993,720,0,3
6,1,1994,720,0,3
6,1,1995,720,0.02,16
6,1,1996,720,0.02,17
6,1,1997,720,0.03,18
6,1,1998,720,0.02,11
6,1,1999,720,0.02,16
6,1,2000,720,0.02,13
6,1,2001,720,0.05,37
6,1,2002,720,0.06,40
6,1,2003,720,0.06,43
6,1,2004,720,0.05,39
6,1,2005,720,0.04,26
6,1,2006,720,0.04,28
6,1,2007,720,0.1,69
6,1,2008,720,0.06,45
6,1,2009,720,0.08,54
6,1,2010,720,0.04,31
6,1,2011,720,0.12,89
7,1,1983,400,0,0
7,1,1984,400,0,0
7,1,1985,720,0,0
7,1,1986,720,0,0
7,1,1987,720,0,0
7,1,1988,720,0,0
7,1,1989,720,0,0
7,1,1990,720,0,0
7,1,1991,720,0,0
7,1,1992,720,0,0
7,1,1993,720,0,0
7,1,1994,720,0,0
7,1,1995,720,0,0
7,1,1996,720,0,0
7,1,1997,720,0,0
7,1,1998,720,0,0
7,1,1999,720,0,0
7,1,2000,720,0,0
7,1,2001,720,0,0
7,1,2002,720,0,0
7,1,2003,720,0,0
7,1,2004,720,0,0
7,1,2005,720,0,0
7,1,2006,720,0,0
7,1,2007,720,0,0
7,1,2008,720,0,0
7,1,2009,720,0,0
7,1,2010,720,0,0
7,1,2011,720,0,0
8,1,1982,30,0,0
8,1,1983,40,0,0
8,1,1984,40,0,0
8,1,1985,40,0,0
8,1,1986,40,0,0
8,1,1987,40,0,0
8,1,1988,40,0,0
8,1,1989,40,0,0
8,1,1990,40,0,0
8,1,1991,40,0,0
8,1,1992,40,0,0
8,1,1993,40,0,0
8,1,1994,40,0,0
8,1,1995,40,0,0
8,1,1996,24,0,0
8,1,1997,24,0,0
8,1,1998,24,0,0
8,1,1999,24,0,0
8,1,2000,24,0,0
8,1,2001,24,0,0
8,1,2002,24,0,0
8,1,2003,24,0,0
8,1,2004,24,0,0
8,1,2005,24,0,0
8,1,2006,24,0,0
8,1,2007,24,0,0
8,1,2008,24,0,0
8,1,2009,24,0,0
8,1,2010,24,0,0
8,1,2011,24,0,0
9,1,1982,30,0.27,8
9,1,1983,40,0.08,3
9,1,1984,40,0.28,11
9,1,1985,40,0.05,2
9,1,1986,40,0.75,30
9,1,1987,40,0,0
9,1,1988,40,0.05,2
9,1,1989,40,0.03,1
9,1,1990,40,0.05,2
9,1,1991,40,0.08,3
9,1,1992,40,0.08,3
9,1,1993,40,0.38,15
9,1,1994,40,0.05,2
9,1,1995,40,0.2,8
9,1,1996,24,0,0
9,1,1997,24,0.04,1
9,1,1998,24,1.96,47
9,1,1999,24,1.79,43
9,1,2000,24,3.38,81
9,1,2001,24,0.63,15
9,1,2002,24,0.42,10
9,1,2003,24,0.71,17
9,1,2004,24,0.21,5
9,1,2005,24,0.88,21
9,1,2006,24,1,24
9,1,2007,24,0.58,14
9,1,2008,24,1.96,47
9,1,2009,24,1.42,34
9,1,2010,24,1.96,47
9,1,2011,24,0.96,23
10,1,1982,30,0.23,7
10,1,1983,40,0.2,8
10,1,1984,40,0.13,5
10,1,1985,40,0.1,4
10,1,1986,40,0.18,7
10,1,1987,40,0.23,9
10,1,1988,40,0.28,11
10,1,1989,40,0.5,20
10,1,1990,40,0.38,15
10,1,1991,40,0.13,5
10,1,1992,40,0.18,7
10,1,1993,40,0.15,6
10,1,1994,40,0.25,10
10,1,1995,40,0.03,1
10,1,1996,24,0,0
10,1,1997,24,0.33,8
10,1,1998,24,0.08,2
10,1,1999,24,0.13,3
10,1,2000,24,0.04,1
10,1,2001,24,0,0
10,1,2002,24,0.21,5
10,1,2003,24,0.25,6
10,1,2004,24,0.04,1
10,1,2005,24,0.04,1
10,1,2006,24,0.04,1
10,1,2007,24,0.04,1
10,1,2008,24,0,0
10,1,2009,24,0.13,3
10,1,2010,24,0.04,1
10,1,2011,24,0.08,2
11,1,1982,30,1.6,48
11,1,1983,40,1.45,58
11,1,1984,40,0.7,28
11,1,1985,40,0.78,31
11,1,1986,40,1.28,51
11,1,1987,40,0.93,37
11,1,1988,40,1.08,43
11,1,1989,40,1.1,44
11,1,1990,40,1.15,46
11,1,1991,40,1.35,54
11,1,1992,40,2.28,91
11,1,1993,40,1.48,59
11,1,1994,40,2.05,82
11,1,1995,40,1.08,43
11,1,1996,24,1.17,28
11,1,1997,24,1.96,47
11,1,1998,24,2.08,50
11,1,1999,24,2.13,51
11,1,2000,24,1.46,35
11,1,2001,24,2.04,49
11,1,2002,24,1.21,29
11,1,2003,24,2.04,49
11,1,2004,24,2,48
11,1,2005,24,2.38,57
11,1,2006,24,2.29,55
11,1,2007,24,2.13,51
11,1,2008,24,2.33,56
11,1,2009,24,2.25,54
11,1,2010,24,2.29,55
11,1,2011,24,2.63,63
12,1,1983,400,0,0
12,1,1984,400,0,0
12,1,1985,720,0,1
12,1,1986,720,0,1
12,1,1987,720,0,1
12,1,1988,720,0,0
12,1,1989,720,0,0
12,1,1990,720,0,0
12,1,1991,720,0,0
12,1,1992,720,0,0
12,1,1993,720,0,0
12,1,1994,720,0,0
12,1,1995,720,0,0
12,1,1996,720,0,0
12,1,1997,720,0,2
12,1,1998,720,0,0
12,1,1999,720,0,0
12,1,2000,720,0,0
12,1,2001,720,0,0
12,1,2002,720,0,1
12,1,2003,720,0,3
12,1,2004,720,0,0
12,1,2005,720,0,1
12,1,2006,720,0,3
12,1,2007,720,0,2
12,1,2008,720,0.01,4
12,1,2009,720,0,0
12,1,2010,720,0,1
12,1,2011,720,0,3
13,1,1982,30,0.03,1
13,1,1983,40,0.18,7
13,1,1984,40,0.33,13
13,1,1985,40,0.23,9
13,1,1986,40,0.23,9
13,1,1987,40,0.23,9
13,1,1988,40,0.2,8
13,1,1989,40,0.23,9
13,1,1990,40,0.18,7
13,1,1991,40,0.18,7
13,1,1992,40,0.18,7
13,1,1993,40,0.18,7
13,1,1994,40,0.33,13
13,1,1995,40,0.13,5
13,1,1996,24,0.08,2
13,1,1997,24,0.21,5
13,1,1998,24,0.21,5
13,1,1999,24,0.29,7
13,1,2000,24,0.13,3
13,1,2001,24,0.13,3
13,1,2002,24,0,0
13,1,2003,24,0,0
13,1,2004,24,0,0
13,1,2005,24,0.17,4
13,1,2006,24,0.13,3
13,1,2007,24,0.04,1
13,1,2008,24,0.04,1
13,1,2009,24,0.13,3
13,1,2010,24,0.13,3
13,1,2011,24,0.17,4
14,1,1982,30,0,0
14,1,1983,40,0,0
14,1,1984,40,0,0
14,1,1985,40,0,0
14,1,1986,40,0,0
14,1,1987,40,0,0
14,1,1988,40,0,0
14,1,1989,40,0,0
14,1,1990,40,0,0
14,1,1991,40,0,0
14,1,1992,40,0,0
14,1,1993,40,0,0
14,1,1994,40,0,0
14,1,1995,40,0,0
14,1,1996,24,0,0
14,1,1997,24,0,0
14,1,1998,24,0,0
14,1,1999,24,0,0
14,1,2000,24,0,0
14,1,2001,24,0,0
14,1,2002,24,0,0
14,1,2003,24,0,0
14,1,2004,24,0,0
14,1,2005,24,0,0
14,1,2006,24,0,0
14,1,2007,24,0,0
14,1,2008,24,0,0
14,1,2009,24,0,0
14,1,2010,24,0,0
14,1,2011,24,0,0
15,1,1982,30,0,0
15,1,1983,40,0,0
15,1,1984,40,0,0
15,1,1985,40,0,0
15,1,1986,40,0.08,3
15,1,1987,40,0,0
15,1,1988,40,0.08,3
15,1,1989,40,0,0
15,1,1990,40,0.15,6
15,1,1991,40,0.08,3
15,1,1992,40,0,0
15,1,1993,40,0.15,6
15,1,1994,40,0,0
15,1,1995,40,0.08,3
15,1,1996,24,0.04,1
15,1,1997,24,0.38,9
15,1,1998,24,0.21,5
15,1,1999,24,0,0
15,1,2000,24,0,0
15,1,2001,24,0,0
15,1,2002,24,0.17,4
15,1,2003,24,0.04,1
15,1,2004,24,0,0
15,1,2005,24,0,0
15,1,2006,24,0,0
15,1,2007,24,0,0
15,1,2008,24,0,0
15,1,2009,24,0,0
15,1,2010,24,0,0
15,1,2011,24,0,0
16,1,1984,500,0.02,8
16,1,1985,1000,0.01,5
16,1,1986,1000,0.54,537
16,1,1987,1000,0,0
16,1,1988,1000,0.73,730
16,1,1989,1000,0.02,23
16,1,1990,1000,0.09,88
16,1,1991,1000,0.01,11
16,1,1992,1000,0.02,15
16,1,1993,1000,0.14,144
16,1,1994,1000,0.01,12
16,1,1995,1000,0.32,317
16,1,1996,600,0.34,203
16,1,1997,600,0.13,77
16,1,1998,600,0.18,109
16,1,1999,600,0,1
16,1,2000,600,0.55,332
16,1,2001,600,0.3,178
16,1,2002,600,0.08,50
16,1,2003,600,0.01,6
16,1,2004,600,0,0
16,1,2005,600,0.18,105
16,1,2006,600,0.14,85
16,1,2007,600,0,1
16,1,2008,600,0.12,74
16,1,2009,600,0.09,56
16,1,2010,600,0.01,4
16,1,2011,600,0.03,18
17,1,1982,500,0,2
17,1,1983,400,0.01,6
17,1,1984,500,0.02,11
17,1,1985,1000,0.01,10
17,1,1986,1000,0.05,46
17,1,1987,1000,0.02,15
17,1,1988,1000,0.01,6
17,1,1989,1000,0.01,12
17,1,1990,1000,0.02,21
17,1,1991,1000,0.02,16
17,1,1992,1000,0.05,47
17,1,1993,1000,0.03,34
17,1,1994,1000,0.08,79
17,1,1995,1000,0.11,110
17,1,1996,600,0.11,68
17,1,1997,600,0.13,77
17,1,1998,600,0.09,52
17,1,1999,600,0.02,9
17,1,2000,600,0.06,37
17,1,2001,600,0.01,6
17,1,2002,600,0.02,11
17,1,2003,600,0.02,12
17,1,2004,600,0,2
17,1,2005,600,0,0
17,1,2006,600,0.01,8
17,1,2007,600,0,0
17,1,2008,600,0.01,5
17,1,2009,600,0.01,8
17,1,2010,600,0.02,12
17,1,2011,600,0,2
18,1,1985,1000,0.01,5
18,1,1986,1000,0,4
18,1,1987,1000,0.01,9
18,1,1988,1000,0,1
18,1,1989,1000,0,0
18,1,1990,1000,0,2
18,1,1991,1000,0,3
18,1,1992,1000,0,2
18,1,1993,1000,0,0
18,1,1994,1000,0,0
18,1,1995,1000,0,0
18,1,1996,600,0,0
18,1,1997,600,0,0
18,1,1998,600,0,0
18,1,1999,600,0,0
18,1,2000,600,0,0
18,1,2001,600,0,0
18,1,2002,600,0,2
18,1,2003,600,0.01,5
18,1,2004,600,0,2
18,1,2005,600,0.01,4
18,1,2006,600,0,2
18,1,2007,600,0,2
18,1,2008,600,0,0
18,1,2009,600,0,2
18,1,2010,600,0,1
18,1,2011,600,0.01,3
19,1,1982,500,0.01,5
19,1,1983,400,0.01,4
19,1,1984,500,0.02,10
19,1,1985,1000,0.04,44
19,1,1986,1000,0.05,52
19,1,1987,1000,0.03,34
19,1,1988,1000,0.05,45
19,1,1989,1000,0.06,55
19,1,1990,1000,0.02,16
19,1,1991,1000,0.03,32
19,1,1992,1000,0.02,15
19,1,1993,1000,0.01,14
19,1,1994,1000,0.02,19
19,1,1995,1000,0.02,19
19,1,1996,600,0.01,4
19,1,1997,600,0.02,10
19,1,1998,600,0.01,5
19,1,1999,600,0.01,3
19,1,2000,600,0.01,8
19,1,2001,600,0.01,5
19,1,2002,600,0.01,5
19,1,2003,600,0.02,10
19,1,2004,600,0.02,14
19,1,2005,600,0.01,8
19,1,2006,600,0.03,18
19,1,2007,600,0.02,9
19,1,2008,600,0.01,3
19,1,2009,600,0,2
19,1,2010,600,0.01,3
19,1,2011,600,0,2
20,1,1982,500,0,1
20,1,1983,400,0,1
20,1,1984,500,0,0
20,1,1985,1000,0.01,11
20,1,1986,1000,0,3
20,1,1987,1000,0.01,13
20,1,1988,1000,0.01,6
20,1,1989,1000,0,4
20,1,1990,1000,0,2
20,1,1991,1000,0.01,5
20,1,1992,1000,0.01,13
20,1,1993,1000,0,1
20,1,1994,1000,0,0
20,1,1995,1000,0.01,7
20,1,1996,600,0,1
20,1,1997,600,0,2
20,1,1998,600,0,1
20,1,1999,600,0.01,6
20,1,2000,600,0,0
20,1,2001,600,0.01,3
20,1,2002,600,0,2
20,1,2003,600,0,2
20,1,2004,600,0,1
20,1,2005,600,0.01,3
20,1,2006,600,0,0
20,1,2007,600,0.01,3
20,1,2008,600,0.01,3
20,1,2009,600,0,0
20,1,2010,600,0,2
20,1,2011,600,0,2
21,1,1982,500,0.05,23
21,1,1983,400,0.08,32
21,1,1984,500,0.09,47
21,1,1985,1000,0.14,137
21,1,1986,1000,0.1,99
21,1,1987,1000,0.12,120
21,1,1988,1000,0.15,152
21,1,1989,1000,0.14,135
21,1,1990,1000,0.13,126
21,1,1991,1000,0.14,141
21,1,1992,1000,0.1,99
21,1,1993,1000,0.09,92
21,1,1994,1000,0.11,105
21,1,1995,1000,0.1,102
21,1,1996,600,0.14,84
21,1,1997,600,0.09,51
21,1,1998,600,0.07,43
21,1,1999,600,0.13,79
21,1,2000,600,0.17,100
21,1,2001,600,0.14,86
21,1,2002,600,0.12,69
21,1,2003,600,0.11,63
21,1,2004,600,0.1,58
21,1,2005,600,0.14,85
21,1,2006,600,0.12,70
21,1,2007,600,0.14,84
21,1,2008,600,0.1,60
21,1,2009,600,0.15,87
21,1,2010,600,0.09,54
21,1,2011,600,0.09,54
22,1,1985,1000,0,0
22,1,1986,1000,0,0
22,1,1987,1000,0,4
22,1,1988,1000,0,2
22,1,1989,1000,0.02,20
22,1,1990,1000,0.01,5
22,1,1991,1000,0.04,37
22,1,1992,1000,0,1
22,1,1993,1000,0.01,11
22,1,1994,1000,0.06,64
22,1,1995,1000,0.01,6
22,1,1996,600,0.02,11
22,1,1997,600,0,0
22,1,1998,600,0.01,3
22,1,1999,600,0.09,51
22,1,2000,600,0.03,16
22,1,2001,600,0.01,5
22,1,2002,600,0.03,18
22,1,2003,600,0,0
22,1,2004,600,0.14,85
22,1,2005,600,0,0
22,1,2006,600,0,0
22,1,2007,600,0,0
22,1,2008,600,0,0
22,1,2009,600,0.01,3
22,1,2010,600,0,0
22,1,2011,600,0.04,24
23,1,1982,500,0,0
23,1,1983,400,0,0
23,1,1984,500,0,1
23,1,1985,1000,0,4
23,1,1986,1000,0,2
23,1,1987,1000,0,1
23,1,1988,1000,0,2
23,1,1989,1000,0,1
23,1,1990,1000,0,0
23,1,1991,1000,0,0
23,1,1992,1000,0,2
23,1,1993,1000,0,1
23,1,1994,1000,0,1
23,1,1995,1000,0,0
23,1,1996,600,0,0
23,1,1997,600,0,0
23,1,1998,600,0,0
23,1,1999,600,0,0
23,1,2000,600,0,0
23,1,2001,600,0,0
23,1,2002,600,0,0
23,1,2003,600,0,0
23,1,2004,600,0,0
23,1,2005,600,0,0
23,1,2006,600,0,0
23,1,2007,600,0,0
23,1,2008,600,0,0
23,1,2009,600,0,0
23,1,2010,600,0,0
23,1,2011,600,0,0
25,1,1985,200,0,0
25,1,1986,200,0,0
25,1,1987,200,0,0
25,1,1988,200,0,0
25,1,1989,200,0,0
25,1,1990,200,0,0
25,1,1991,200,0,0
25,1,1992,200,0,0
25,1,1993,200,0,0
25,1,1994,200,0,0
25,1,1995,200,0,0
25,1,1996,200,0,0
25,1,1997,200,0,0
25,1,1998,200,0,0
25,1,1999,200,0,0
25,1,2000,200,0,0
25,1,2001,200,0,0
25,1,2002,200,0,0
25,1,2003,200,0,0
25,1,2004,200,0,0
25,1,2005,200,0,0
25,1,2006,200,0,0
25,1,2007,200,0,0
25,1,2008,200,0,0
25,1,2009,200,0,0
25,1,2010,200,0,0
25,1,2011,200,0,0
27,1,1985,200,0.01,2
27,1,1986,200,0.01,1
27,1,1987,200,0,0
27,1,1988,200,0,0
27,1,1989,200,0,0
27,1,1990,200,0,0
27,1,1991,200,0,0
27,1,1992,200,0,0
27,1,1993,200,0,0
27,1,1994,200,0.01,1
27,1,1995,200,0,0
27,1,1996,200,0,0
27,1,1997,200,0,0
27,1,1998,200,0.01,2
27,1,1999,200,0,0
27,1,2000,200,0.01,1
27,1,2001,200,0,0
27,1,2002,200,0,0
27,1,2003,200,0.01,1
27,1,2004,200,0,0
27,1,2005,200,0,0
27,1,2006,200,0,0
27,1,2007,200,0.01,1
27,1,2008,200,0.01,1
27,1,2009,200,0,0
27,1,2010,200,0.01,1
27,1,2011,200,0,0
28,1,1985,200,0.01,1
28,1,1986,200,0.01,1
28,1,1987,200,0.01,1
28,1,1988,200,0,0
28,1,1989,200,0.01,1
28,1,1990,200,0,0
28,1,1991,200,0,0
28,1,1992,200,0.01,1
28,1,1993,200,0,0
28,1,1994,200,0,0
28,1,1995,200,0,0
28,1,1996,200,0.02,3
28,1,1997,200,0.01,1
28,1,1998,200,0,0
28,1,1999,200,0.01,1
28,1,2000,200,0.01,1
28,1,2001,200,0.01,2
28,1,2002,200,0.01,1
28,1,2003,200,0.02,3
28,1,2004,200,0.01,1
28,1,2005,200,0.02,3
28,1,2006,200,0.01,1
28,1,2007,200,0.05,9
28,1,2008,200,0.04,8
28,1,2009,200,0.01,1
28,1,2010,200,0,0
28,1,2011,200,0,0
29,1,1985,200,0,0
29,1,1986,200,0,0
29,1,1987,200,0,0
29,1,1988,200,0,0
29,1,1989,200,0,0
29,1,1990,200,0,0
29,1,1991,200,0,0
29,1,1992,200,0,0
29,1,1993,200,0,0
29,1,1994,200,0,0
29,1,1995,200,0,0
29,1,1996,200,0,0
29,1,1997,200,0,0
29,1,1998,200,0,0
29,1,1999,200,0,0
29,1,2000,200,0,0
29,1,2001,200,0,0
29,1,2002,200,0,0
29,1,2003,200,0,0
29,1,2004,200,0,0
29,1,2005,200,0,0
29,1,2006,200,0,0
29,1,2007,200,0,0
29,1,2008,200,0,0
29,1,2009,200,0,0
29,1,2010,200,0,0
29,1,2011,200,0,0
30,1,1993,200,0,0
30,1,1994,200,0,0
30,1,1995,200,0,0
30,1,1996,200,0,0
30,1,1997,200,0,0
30,1,1998,200,0,0
30,1,1999,200,0,0
30,1,2000,200,0,0
30,1,2001,200,0,0
30,1,2002,200,0,0
30,1,2003,200,0,0
30,1,2004,200,0,0
30,1,2005,200,0,0
30,1,2006,200,0,0
30,1,2007,200,0,0
30,1,2008,200,0,0
30,1,2009,200,0,0
30,1,2010,200,0,0
30,1,2011,200,0,0
31,1,1985,200,0,0
31,1,1986,200,0,0
31,1,1987,200,0,0
31,1,1988,200,0,0
31,1,1989,200,0,0
31,1,1990,200,0,0
31,1,1991,200,0,0
31,1,1992,200,0,0
31,1,1993,200,0,0
31,1,1994,200,0,0
31,1,1995,200,0,0
31,1,1996,200,0,0
31,1,1997,200,0,0
31,1,1998,200,0,0
31,1,1999,200,0,0
31,1,2000,200,0,0
31,1,2001,200,0,0
31,1,2002,200,0,0
31,1,2003,200,0,0
31,1,2004,200,0,0
31,1,2005,200,0,0
31,1,2006,200,0,0
31,1,2007,200,0,0
31,1,2008,200,0,0
31,1,2009,200,0,0
31,1,2010,200,0,0
31,1,2011,200,0,0
33,1,1985,200,0,0
33,1,1986,200,0,0
33,1,1987,200,0.25,50
33,1,1988,200,0,0
33,1,1989,200,0.08,15
33,1,1990,200,0,0
33,1,1991,200,0.03,6
33,1,1992,200,0,0
33,1,1993,200,0,0
33,1,1994,200,0,0
33,1,1995,200,0.01,1
33,1,1996,200,0,0
33,1,1997,200,0,0
33,1,1998,200,0,0
33,1,1999,200,0.02,3
33,1,2000,200,0.08,15
33,1,2001,200,0.03,5
33,1,2002,200,0,0
33,1,2003,200,0,0
33,1,2004,200,0,0
33,1,2005,200,0,0
33,1,2006,200,0,0
33,1,2007,200,0,0
33,1,2008,200,0,0
33,1,2009,200,0,0
33,1,2010,200,0,0
33,1,2011,200,0,0
34,1,1985,200,0,0
34,1,1986,200,0,0
34,1,1987,200,0,0
34,1,1988,200,0,0
34,1,1989,200,0,0
34,1,1990,200,0,0
34,1,1991,200,0,0
34,1,1992,200,0,0
34,1,1993,200,0,0
34,1,1994,200,0,0
34,1,1995,200,0,0
34,1,1996,200,0,0
34,1,1997,200,0,0
34,1,1998,200,0,0
34,1,1999,200,0,0
34,1,2000,200,0,0
34,1,2001,200,0,0
34,1,2002,200,0,0
34,1,2003,200,0,0
34,1,2004,200,0,0
34,1,2005,200,0,0
34,1,2006,200,0,0
34,1,2007,200,0,0
34,1,2008,200,0,0
34,1,2009,200,0,0
34,1,2010,200,0,0
34,1,2011,200,0,0
35,1,1985,200,0,0
35,1,1986,200,0.03,5
35,1,1987,200,0,0
35,1,1988,200,0,0
35,1,1989,200,0.01,1
35,1,1990,200,0,0
35,1,1991,200,0,0
35,1,1992,200,0,0
35,1,1993,200,0,0
35,1,1994,200,0.03,5
35,1,1995,200,0,0
35,1,1996,200,0,0
35,1,1997,200,0,0
35,1,1998,200,0.02,3
35,1,1999,200,0,0
35,1,2000,200,0,0
35,1,2001,200,0,0
35,1,2002,200,0.01,1
35,1,2003,200,0,0
35,1,2004,200,0,0
35,1,2005,200,0,0
35,1,2006,200,0.01,1
35,1,2007,200,0,0
35,1,2008,200,0.01,1
35,1,2009,200,0,0
35,1,2010,200,0.01,2
35,1,2011,200,0,0
36,1,1985,200,0.01,1
36,1,1986,200,0,0
36,1,1987,200,0.02,3
36,1,1988,200,0.01,2
36,1,1989,200,0.01,2
36,1,1990,200,0.01,1
36,1,1991,200,0.01,2
36,1,1992,200,0.02,3
36,1,1993,200,0.01,1
36,1,1994,200,0.01,1
36,1,1995,200,0.01,1
36,1,1996,200,0.01,1
36,1,1997,200,0,0
36,1,1998,200,0.01,1
36,1,1999,200,0.01,1
36,1,2000,200,0.01,2
36,1,2001,200,0.02,3
36,1,2002,200,0.02,3
36,1,2003,200,0,0
36,1,2004,200,0,0
36,1,2005,200,0,0
36,1,2006,200,0,0
36,1,2007,200,0,0
36,1,2008,200,0,0
36,1,2009,200,0.02,3
36,1,2010,200,0,0
36,1,2011,200,0.01,1
37,1,1985,200,0.01,1
37,1,1986,200,0,0
37,1,1987,200,0.04,7
37,1,1988,200,0,0
37,1,1989,200,0.01,1
37,1,1990,200,0,0
37,1,1991,200,0,0
37,1,1992,200,0.05,9
37,1,1993,200,0,0
37,1,1994,200,0.02,3
37,1,1995,200,0.01,1
37,1,1996,200,0.02,3
37,1,1997,200,0.01,1
37,1,1998,200,0.01,1
37,1,1999,200,0,0
37,1,2000,200,0.01,1
37,1,2001,200,0.02,4
37,1,2002,200,0.01,2
37,1,2003,200,0.01,1
37,1,2004,200,0.01,1
37,1,2005,200,0.01,2
37,1,2006,200,0,0
37,1,2007,200,0.01,1
37,1,2008,200,0.01,2
37,1,2009,200,0.01,1
37,1,2010,200,0,0
37,1,2011,200,0.01,1
38,1,1985,200,0,0
38,1,1986,200,0,0
38,1,1987,200,0,0
38,1,1988,200,0,0
38,1,1989,200,0.01,1
38,1,1990,200,0,0
38,1,1991,200,0,0
38,1,1992,200,0,0
38,1,1993,200,0,0
38,1,1994,200,0,0
38,1,1995,200,0.01,1
38,1,1996,200,0,0
38,1,1997,200,0,0
38,1,1998,200,0,0
38,1,1999,200,0,0
38,1,2000,200,0,0
38,1,2001,200,0,0
38,1,2002,200,0,0
38,1,2003,200,0,0
38,1,2004,200,0.03,6
38,1,2005,200,0,0
38,1,2006,200,0,0
38,1,2007,200,0,0
38,1,2008,200,0,0
38,1,2009,200,0,0
38,1,2010,200,0,0
38,1,2011,200,0,0
39,1,1985,200,0,0
